Date,^STOXX50E
2018-07-10,3473.31005859375
2018-07-11,3422.35009765625
2018-07-12,3445.489990234375
2018-07-13,3454.5400390625
2018-07-16,3449.080078125
2018-07-17,3457.5
2018-07-18,3485.080078125
2018-07-19,3471.639892578125
2018-07-20,3460.030029296875
2018-07-23,3454.050048828125
2018-07-24,3483.31005859375
2018-07-25,3468.449951171875
2018-07-26,3509.260009765625
2018-07-27,3527.179931640625
2018-07-30,3512.31005859375
2018-07-31,3525.489990234375
2018-08-02,3469.2099609375
2018-08-03,3482.39990234375
2018-08-06,3483.300048828125
2018-08-07,3504.3701171875
2018-08-08,3493.60009765625
2018-08-09,3494.139892578125
2018-08-10,3426.280029296875
2018-08-13,3409.679931640625
2018-08-14,3409.43994140625
2018-08-15,3359.080078125
2018-08-16,3377.56005859375
2018-08-17,3372.93994140625
2018-08-20,3393.669921875
2018-08-21,3411.659912109375
2018-08-22,3420.179931640625
2018-08-23,3419.260009765625
2018-08-24,3427.43994140625
2018-08-27,3456.010009765625
2018-08-28,3447.570068359375
2018-08-29,3456.1298828125
2018-08-30,3430.989990234375
2018-08-31,3392.89990234375
2018-09-03,3394.989990234375
2018-09-04,3359.360107421875
2018-09-05,3315.6201171875
2018-09-06,3295.949951171875
2018-09-07,3293.360107421875
2018-09-10,3309.280029296875
2018-09-11,3311.659912109375
2018-09-12,3326.60009765625
2018-09-13,3333.679931640625
2018-09-14,3344.6298828125
2018-09-17,3346.110107421875
2018-09-18,3358.4599609375
2018-09-19,3368.56005859375
2018-09-20,3403.1201171875
2018-09-21,3430.81005859375
2018-09-24,3410.43994140625
2018-09-25,3419.780029296875
2018-09-26,3433.14990234375
2018-09-27,3449.7900390625
2018-09-28,3399.199951171875
2018-10-01,3414.159912109375
2018-10-02,3388.989990234375
2018-10-03,3405.47998046875
2018-10-04,3375.080078125
2018-10-05,3345.510009765625
2018-10-08,3309.719970703125
2018-10-09,3321.7900390625
2018-10-10,3266.89990234375
2018-10-11,3209.18994140625
2018-10-12,3194.409912109375
2018-10-15,3210.3701171875
2018-10-16,3257.340087890625
2018-10-17,3243.080078125
2018-10-18,3211.590087890625
2018-10-19,3210.820068359375
2018-10-22,3190.090087890625
2018-10-23,3140.93994140625
2018-10-24,3130.330078125
2018-10-25,3164.39990234375
2018-10-26,3134.889892578125
2018-10-29,3154.929931640625
2018-10-30,3147.1298828125
2018-10-31,3197.510009765625
2018-11-01,3204.2099609375
2018-11-02,3214.409912109375
2018-11-05,3217.3701171875
2018-11-07,3246.159912109375
2018-11-08,3237.60009765625
2018-11-13,3224.820068359375
2018-11-15,3190.31005859375
2018-11-19,3160.330078125
2018-11-20,3116.070068359375
2018-11-21,3153.909912109375
2018-11-22,3126.669921875
2018-11-26,3172.7099609375
2018-11-27,3166.419921875
2018-11-29,3174.159912109375
2018-11-30,3173.1298828125
2018-12-04,3189.25
2018-12-05,3150.27001953125
2018-12-06,3045.93994140625
2018-12-07,3058.530029296875
2018-12-10,3016.989990234375
2018-12-11,3055.320068359375
2018-12-12,3107.969970703125
2018-12-13,3112.169921875
2018-12-14,3092.60009765625
2018-12-17,3063.64990234375
2018-12-18,3040.1201171875
2018-12-19,3051.3798828125
