Date,Close
1/7/2015,0.23
1/22/2015,0.24
1/26/2015,0.24
1/29/2015,0.24
1/30/2015,0.23
2/5/2015,0.22
2/9/2015,0.23
2/12/2015,0.23
2/17/2015,0.22
2/24/2015,0.22
2/26/2015,0.22
3/3/2015,0.22
3/6/2015,0.24
3/10/2015,0.24
3/11/2015,0.25
3/12/2015,0.28
3/13/2015,0.28
4/1/2015,0.28
4/29/2015,0.24
5/15/2015,0.24
5/19/2015,0.24
5/20/2015,0.25
5/21/2015,0.27
5/26/2015,0.24
5/29/2015,0.28
6/1/2015,0.27
6/2/2015,0.24
6/3/2015,0.25
6/4/2015,0.27
6/5/2015,0.27
6/8/2015,0.28
6/15/2015,0.28
6/16/2015,0.26
6/23/2015,0.26
7/7/2015,0.26
7/10/2015,0.26
7/21/2015,0.27
8/5/2015,0.28
8/6/2015,0.29
8/7/2015,0.28
8/10/2015,0.3
8/11/2015,0.31
8/12/2015,0.28
8/13/2015,0.34
8/14/2015,0.35
8/17/2015,0.31
8/21/2015,0.33
8/24/2015,0.37
8/25/2015,0.32
8/31/2015,0.3
9/1/2015,0.3
9/3/2015,0.28
9/4/2015,0.25
9/9/2015,0.28
9/14/2015,0.28
9/28/2015,0.28
10/1/2015,0.32
10/2/2015,0.32
10/6/2015,0.29
10/23/2015,0.35
10/28/2015,0.32
10/30/2015,0.34
11/9/2015,0.32
11/20/2015,0.29
11/23/2015,0.33
11/25/2015,0.27
11/27/2015,0.33
12/4/2015,0.3
12/10/2015,0.31
12/11/2015,0.35
12/14/2015,0.32
12/18/2015,0.32
12/21/2015,0.32
12/23/2015,0.3
12/24/2015,0.32
1/6/2016,0.3
1/11/2016,0.32
1/20/2016,0.31
1/26/2016,0.34
1/28/2016,0.32
2/1/2016,0.32
2/4/2016,0.35
2/5/2016,0.35
2/9/2016,0.32
2/19/2016,0.41
2/22/2016,0.4
2/24/2016,0.4
2/25/2016,0.44
2/26/2016,0.43
3/1/2016,0.4
3/2/2016,0.4
3/8/2016,0.4
3/9/2016,0.4
3/11/2016,0.38
3/16/2016,0.39
3/17/2016,0.39
3/18/2016,0.39
3/23/2016,0.38
3/29/2016,0.4
3/30/2016,0.39
4/4/2016,0.4
4/8/2016,0.42
4/12/2016,0.4
4/13/2016,0.4
4/14/2016,0.41
4/18/2016,0.39
4/25/2016,0.39
4/26/2016,0.38
4/28/2016,0.38
4/29/2016,0.37
5/17/2016,0.35
5/24/2016,0.39
5/25/2016,0.39
6/9/2016,0.35
6/17/2016,0.35
6/22/2016,0.37
6/23/2016,0.37
6/30/2016,0.35
7/6/2016,0.32
7/7/2016,0.32
7/8/2016,0.32
7/12/2016,0.35
8/2/2016,0.35
8/3/2016,0.34
8/9/2016,0.37
8/12/2016,0.37
8/16/2016,0.37
8/22/2016,0.38
8/23/2016,0.38
8/25/2016,0.41
8/30/2016,0.43
9/6/2016,0.45
9/8/2016,0.45
9/9/2016,0.45
9/12/2016,0.44
9/13/2016,0.44
9/22/2016,0.45
9/23/2016,0.45
9/27/2016,0.43
9/29/2016,0.45
10/3/2016,0.44
10/5/2016,0.47
10/6/2016,0.48
10/14/2016,0.47
10/21/2016,0.45
10/24/2016,0.44
10/31/2016,0.43
11/3/2016,0.43
11/7/2016,0.42
11/16/2016,0.43
11/21/2016,0.45
11/25/2016,0.42
12/1/2016,0.4
12/2/2016,0.4
12/5/2016,0.41
12/7/2016,0.41
12/8/2016,0.41
12/9/2016,0.43
12/13/2016,0.41
12/14/2016,0.42
12/15/2016,0.42
12/16/2016,0.4
12/19/2016,0.4
12/20/2016,0.42
12/21/2016,0.39
12/22/2016,0.42
12/23/2016,0.42
12/28/2016,0.41
12/30/2016,0.4
1/3/2017,0.4
1/4/2017,0.4
1/5/2017,0.4
1/11/2017,0.4
1/12/2017,0.41
1/13/2017,0.41
1/16/2017,0.4
1/17/2017,0.4
1/20/2017,0.4
2/1/2017,0.4
2/2/2017,0.43
2/3/2017,0.43
2/10/2017,0.4
2/15/2017,0.4
2/17/2017,0.45
3/16/2017,0.43
3/17/2017,0.43
3/20/2017,0.42
3/23/2017,0.45
3/24/2017,0.48
3/27/2017,0.5
3/28/2017,0.57
3/29/2017,0.53
3/30/2017,0.48
3/31/2017,0.49
4/5/2017,0.51
4/6/2017,0.49
4/7/2017,0.53
4/11/2017,0.49
4/17/2017,0.53
4/18/2017,0.5
4/26/2017,0.5
4/27/2017,0.5
5/18/2017,0.51
5/24/2017,0.49
5/26/2017,0.47
5/29/2017,0.48
5/30/2017,0.46
6/5/2017,0.46
6/6/2017,0.49
6/9/2017,0.48
6/16/2017,0.45
6/19/2017,0.49
6/26/2017,0.48
7/11/2017,0.45
7/17/2017,0.45
7/19/2017,0.45
7/24/2017,0.45
7/25/2017,0.45
7/26/2017,0.45
8/1/2017,0.47
8/18/2017,0.45
8/29/2017,0.45
8/30/2017,0.47
9/6/2017,0.47
9/26/2017,0.47
9/27/2017,0.47
10/2/2017,0.47
10/3/2017,0.5
10/4/2017,0.49
10/6/2017,0.49
10/11/2017,0.48
10/18/2017,0.47
10/19/2017,0.46
10/31/2017,0.54
11/1/2017,0.65
11/2/2017,0.65
11/3/2017,0.65
11/6/2017,0.65
11/7/2017,0.62
11/8/2017,0.65
11/9/2017,0.68
11/10/2017,0.63
11/13/2017,0.68
11/15/2017,0.64
11/16/2017,0.63
11/17/2017,0.62
11/20/2017,0.65
11/21/2017,0.65
11/22/2017,0.68
11/23/2017,0.7
11/24/2017,0.72
11/27/2017,0.8
11/28/2017,0.85
11/29/2017,0.82
11/30/2017,0.81
12/1/2017,0.85
12/4/2017,0.81
12/5/2017,0.81
12/6/2017,0.81
12/7/2017,0.81
12/8/2017,0.81
12/11/2017,0.82
12/12/2017,0.87
12/13/2017,0.86
12/14/2017,0.84
12/15/2017,0.85
12/18/2017,0.82
12/19/2017,0.75
12/20/2017,0.77
12/22/2017,0.69
12/27/2017,0.66
12/28/2017,0.66
1/2/2018,0.65
1/4/2018,0.68
1/5/2018,0.7
1/8/2018,0.68
1/9/2018,0.66
1/15/2018,0.63
1/16/2018,0.62
1/17/2018,0.61
1/18/2018,0.62
1/19/2018,0.63
1/22/2018,0.64
1/23/2018,0.61
1/24/2018,0.58
1/25/2018,0.63
1/26/2018,0.6
1/30/2018,0.58
2/1/2018,0.57
2/2/2018,0.54
2/5/2018,0.55
2/6/2018,0.6
2/8/2018,0.59
2/9/2018,0.54
2/12/2018,0.57
2/13/2018,0.57
2/16/2018,0.6
2/20/2018,0.59
2/26/2018,0.57
2/27/2018,0.61
3/2/2018,0.55
3/5/2018,0.55
3/6/2018,0.54
3/12/2018,0.51
3/13/2018,0.5
3/14/2018,0.49
3/15/2018,0.49
3/19/2018,0.48
3/20/2018,0.5
3/22/2018,0.44
3/26/2018,0.47
3/28/2018,0.43
3/29/2018,0.4
4/2/2018,0.38
4/3/2018,0.38
4/4/2018,0.4
4/5/2018,0.4
4/6/2018,0.44
4/9/2018,0.4
4/10/2018,0.39
4/11/2018,0.41
