Date,INX,TSX,NI225,SHA,SX5E,UKX,GOLD
2019-11-25,3133.639892578125,17032.900390625,23292.810546875,2906.169921875,3707.679931640625,7396.29,1456.5999755859375
2019-11-26,3140.52001953125,17035.900390625,23373.3203125,2907.06005859375,3705.550048828125,7403.14,1459.800048828125
2019-11-27,3153.6298828125,17100.599609375,23437.76953125,2903.18994140625,3712.85009765625,7429.78,1453.4000244140625
2019-12-02,3113.8701171875,16981.5,23529.5,2875.81005859375,3626.659912109375,7285.94,1462.300048828125
2019-12-03,3093.199951171875,16892.19921875,23379.810546875,2884.699951171875,3610.989990234375,7158.76,1478.199951171875
2019-12-04,3112.760009765625,16897.30078125,23135.23046875,2878.115966796875,3660.02001953125,7188.5,1474.0
2019-12-05,3117.429931640625,16854.900390625,23300.08984375,2899.468994140625,3648.1298828125,7137.85,1476.9000244140625
2019-12-06,3145.909912109375,16997.0,23354.400390625,2912.013916015625,3692.340087890625,7239.66,1459.0999755859375
2019-12-09,3135.9599609375,16950.900390625,23430.69921875,2914.47802734375,3672.179931640625,7233.9,1459.300048828125
2019-12-10,3132.52001953125,16950.69921875,23410.189453125,2917.31591796875,3671.780029296875,7213.76,1462.5999755859375
2019-12-11,3141.6298828125,16939.599609375,23391.859375,2924.4169921875,3687.449951171875,7216.25,1469.4000244140625
2019-12-12,3168.570068359375,16946.900390625,23424.810546875,2915.697998046875,3706.35009765625,7273.47,1466.699951171875
2019-12-13,3168.800048828125,17003.099609375,24023.099609375,2967.676025390625,3731.070068359375,7353.44,1475.5999755859375
2019-12-16,3191.449951171875,17056.400390625,23952.349609375,2984.39306640625,3772.739990234375,7519.05,1475.0
2019-12-17,3192.52001953125,17075.19921875,24066.119140625,3022.422119140625,3745.280029296875,7525.28,1474.5999755859375
2019-12-18,3191.139892578125,17032.0,23934.4296875,3017.0439453125,3739.0,7540.75,1472.5999755859375
2019-12-20,3221.219970703125,17118.400390625,23816.630859375,3004.93798828125,3776.56005859375,7582.48,1474.699951171875
2019-12-23,3224.010009765625,17128.69921875,23821.109375,2962.7509765625,3776.659912109375,7623.59,1482.5
2019-12-27,3240.02001953125,17168.19921875,23837.720703125,3005.035888671875,3782.27001953125,7644.9,1513.800048828125
2019-12-30,3221.2900390625,17098.599609375,23656.619140625,3040.02392578125,3748.469970703125,7587.05,1514.5
2020-01-06,3246.280029296875,17105.5,23204.859375,3083.407958984375,3752.52001953125,7575.34,1566.199951171875
2020-01-07,3237.179931640625,17168.099609375,23575.720703125,3104.802001953125,3759.25,7573.85,1571.800048828125
2020-01-08,3253.050048828125,17167.80078125,23204.759765625,3066.89306640625,3772.56005859375,7574.93,1557.4000244140625
2020-01-09,3274.699951171875,17235.599609375,23739.869140625,3094.882080078125,3795.8798828125,7598.12,1551.699951171875
2020-01-10,3265.35009765625,17234.5,23850.5703125,3092.291015625,3789.52001953125,7587.85,1557.5
2020-01-14,3283.14990234375,17352.900390625,24025.169921875,3106.820068359375,3774.8798828125,7622.35,1542.4000244140625
2020-01-15,3289.2900390625,17415.19921875,23916.580078125,3090.0400390625,3768.9599609375,7642.8,1552.0999755859375
2020-01-16,3316.81005859375,17484.80078125,23933.130859375,3074.0810546875,3774.139892578125,7609.81,1549.0
2020-01-17,3329.6201171875,17559.0,24041.259765625,3075.49609375,3808.260009765625,7674.56,1558.800048828125
2020-01-21,3320.7900390625,17572.30078125,23864.560546875,3052.139892578125,3789.1201171875,7610.7,1556.4000244140625
2020-01-22,3321.75,17599.900390625,24031.349609375,3060.7548828125,3769.7900390625,7571.92,1555.300048828125
2020-01-23,3325.5400390625,17621.80078125,23795.439453125,2976.528076171875,3736.85009765625,7507.67,1564.5999755859375
2020-02-03,3248.919921875,17379.80078125,22971.939453125,2746.60595703125,3661.27001953125,7326.31,1577.199951171875
2020-02-04,3297.590087890625,17512.69921875,23084.58984375,2783.2880859375,3732.280029296875,7439.82,1550.4000244140625
2020-02-05,3334.68994140625,17651.599609375,23319.560546875,2818.087890625,3777.840087890625,7482.48,1557.800048828125
2020-02-06,3345.780029296875,17757.5,23873.58984375,2866.510009765625,3805.52001953125,7504.79,1565.0999755859375
2020-02-07,3327.7099609375,17655.5,23827.98046875,2875.9599609375,3798.489990234375,7466.7,1568.5999755859375
2020-02-10,3352.090087890625,17740.599609375,23685.98046875,2890.488037109375,3793.179931640625,7446.88,1574.699951171875
2020-02-12,3379.449951171875,17832.900390625,23861.2109375,2926.89892578125,3854.429931640625,7534.37,1567.4000244140625
2020-02-13,3373.93994140625,17821.19921875,23827.73046875,2906.073974609375,3846.739990234375,7452.03,1575.0999755859375
2020-02-14,3380.159912109375,17848.400390625,23687.58984375,2917.008056640625,3840.969970703125,7409.13,1582.699951171875
2020-02-18,3370.2900390625,17858.30078125,23193.80078125,2984.971923828125,3836.5400390625,7382.01,1600.0
2020-02-19,3386.14990234375,17925.400390625,23400.69921875,2975.402099609375,3865.179931640625,7457.02,1607.5
2020-02-20,3373.22998046875,17944.099609375,23479.150390625,3030.154052734375,3822.97998046875,7436.64,1616.5999755859375
2020-02-21,3337.75,17843.5,23386.740234375,3039.6689453125,3800.3798828125,7403.92,1644.5999755859375
2020-02-25,3128.2099609375,17177.400390625,22605.41015625,3013.050048828125,3572.510009765625,7017.88,1646.9000244140625
2020-02-26,3116.389892578125,17041.900390625,22426.189453125,2987.928955078125,3577.679931640625,7042.47,1640.0
2020-02-27,2978.760009765625,16717.400390625,21948.23046875,2991.330078125,3455.919921875,6796.4,1643.0999755859375
2020-02-28,2954.219970703125,16263.099609375,21142.9609375,2880.303955078125,3329.489990234375,6580.61,1642.5
2020-03-02,3090.22998046875,16553.30078125,21344.080078125,2970.930908203125,3338.830078125,6654.89,1566.699951171875
2020-03-03,3003.3701171875,16423.599609375,21082.73046875,2992.89697265625,3371.969970703125,6718.2,1594.800048828125
2020-03-04,3130.1201171875,16779.5,21100.060546875,3011.666015625,3420.56005859375,6815.59,1644.4000244140625
2020-03-05,3023.93994140625,16554.0,21329.119140625,3071.677001953125,3363.580078125,6705.43,1643.0
2020-03-06,2972.3701171875,16175.0,20749.75,3034.510986328125,3232.070068359375,6462.55,1668.0
2020-03-09,2746.56005859375,14514.2001953125,19698.759765625,2943.291015625,2959.070068359375,5965.77,1672.4000244140625
2020-03-10,2882.22998046875,14958.099609375,19867.119140625,2996.761962890625,2910.02001953125,5960.23,1675.699951171875
2020-03-11,2741.3798828125,14270.099609375,19416.060546875,2968.51708984375,2905.56005859375,5876.52,1660.300048828125
2020-03-12,2480.639892578125,12508.5,18559.630859375,2923.486083984375,2545.22998046875,5237.48,1642.300048828125
2020-03-13,2711.02001953125,13716.2998046875,17431.05078125,2887.427001953125,2586.02001953125,5366.11,1590.300048828125
2020-03-16,2386.1298828125,12360.400390625,17002.0390625,2789.25390625,2450.3701171875,5151.08,1516.699951171875
2020-03-17,2529.18994140625,12685.2001953125,17011.529296875,2779.64111328125,2530.5,5294.9,1486.5
2020-03-18,2398.10009765625,11721.400390625,16726.55078125,2728.756103515625,2385.820068359375,5080.58,1525.800048828125
2020-03-19,2409.389892578125,12170.5,16552.830078125,2702.1298828125,2454.080078125,5151.61,1477.9000244140625
2020-03-23,2237.39990234375,11228.5,16887.779296875,2660.169921875,2485.5400390625,4993.89,1575.699951171875
2020-03-24,2447.330078125,12571.099609375,18092.349609375,2722.43798828125,2715.110107421875,5446.01,1696.0999755859375
2020-03-25,2475.56005859375,13139.2001953125,19546.630859375,2781.591064453125,2800.139892578125,5688.2,1638.0999755859375
2020-03-26,2630.070068359375,13371.2001953125,18664.599609375,2764.910888671875,2847.780029296875,5815.73,1636.5999755859375
2020-03-27,2541.469970703125,12687.7001953125,19389.4296875,2772.202880859375,2728.64990234375,5510.33,1630.5999755859375
2020-03-30,2626.64990234375,13038.5,19084.970703125,2747.214111328125,2765.6201171875,5563.74,1637.199951171875
2020-03-31,2584.590087890625,13378.7998046875,18917.009765625,2750.2958984375,2786.89990234375,5671.96,1592.4000244140625
2020-04-01,2470.5,12876.400390625,18065.41015625,2734.52197265625,2680.300048828125,5454.57,1605.199951171875
2020-04-02,2526.89990234375,13097.7998046875,17818.720703125,2780.637939453125,2688.489990234375,5480.22,1637.699951171875
2020-04-03,2488.64990234375,12938.2998046875,17820.189453125,2763.987060546875,2662.989990234375,5415.5,1648.800048828125
2020-04-07,2659.409912109375,13614.099609375,18950.1796875,2820.762939453125,2857.669921875,5704.45,1693.9000244140625
2020-04-08,2749.97998046875,13925.7001953125,19353.240234375,2815.368896484375,2851.27001953125,5677.73,1680.699951171875
2020-04-09,2789.820068359375,14166.599609375,19345.76953125,2825.904052734375,2892.7900390625,5842.66,1740.5999755859375
2020-04-14,2846.06005859375,14258.400390625,19638.810546875,2827.282958984375,2917.739990234375,5791.31,1751.300048828125
2020-04-15,2783.360107421875,13958.599609375,19550.08984375,2811.174072265625,2808.199951171875,5597.65,1743.300048828125
2020-04-16,2799.550048828125,13899.2998046875,19290.19921875,2819.93505859375,2812.35009765625,5628.43,1730.0999755859375
2020-04-17,2874.56005859375,14359.900390625,19897.259765625,2838.4951171875,2888.300048828125,5786.96,1694.5
2020-04-20,2823.159912109375,14388.2998046875,19669.119140625,2852.552978515625,2909.5,5812.83,1707.699951171875
2020-04-21,2736.56005859375,13940.099609375,19280.779296875,2827.012939453125,2791.340087890625,5641.03,1706.0
2020-04-22,2799.31005859375,14288.2001953125,19137.94921875,2843.97998046875,2834.89990234375,5770.63,1687.800048828125
2020-04-23,2797.800048828125,14251.099609375,19429.439453125,2838.4990234375,2852.4599609375,5826.61,1747.5999755859375
2020-04-24,2836.739990234375,14420.400390625,19262.0,2808.529052734375,2809.070068359375,5752.23,1745.699951171875
2020-04-27,2878.47998046875,14642.099609375,19783.220703125,2815.4951171875,2882.090087890625,5846.79,1720.300048828125
2020-04-28,2863.389892578125,14798.2998046875,19771.189453125,2810.02392578125,2932.06005859375,5958.5,1721.0
2020-04-30,2912.429931640625,14780.7001953125,20193.689453125,2860.08203125,2927.929931640625,5901.21,1713.4000244140625
2020-05-07,2881.18994140625,14833.7001953125,19674.76953125,2871.52294921875,2880.60009765625,5935.98,1723.199951171875
2020-05-11,2930.18994140625,15103.2001953125,20390.66015625,2894.800048828125,2883.75,5939.73,1700.0999755859375
2020-05-12,2870.1201171875,14881.2001953125,20366.48046875,2891.555908203125,2884.199951171875,5994.77,1706.0999755859375
2020-05-13,2820.0,14503.2001953125,20267.05078125,2898.050048828125,2810.550048828125,5904.05,1725.800048828125
2020-05-14,2852.5,14509.7001953125,19914.779296875,2870.342041015625,2760.22998046875,5741.54,1742.800048828125
2020-05-15,2863.699951171875,14638.900390625,20037.470703125,2868.458984375,2770.699951171875,5799.77,1754.0999755859375
2020-05-19,2922.93994140625,14885.5,20433.44921875,2898.575927734375,2902.580078125,6002.23,1749.0
2020-05-20,2971.610107421875,14997.599609375,20595.150390625,2883.738037109375,2942.389892578125,6067.16,1749.699951171875
2020-05-22,2955.449951171875,14913.599609375,20388.16015625,2813.764892578125,2905.469970703125,5993.28,1734.699951171875
2020-05-26,2991.77001953125,15148.099609375,21271.169921875,2846.547119140625,2999.219970703125,6067.76,1735.5
2020-05-27,3036.1298828125,15272.0,21419.23046875,2836.803955078125,3051.080078125,6144.25,1728.199951171875
2020-05-28,3029.72998046875,15262.7001953125,21916.310546875,2846.221923828125,3094.469970703125,6218.79,1726.800048828125
2020-05-29,3044.31005859375,15192.7998046875,21877.890625,2852.35107421875,3050.199951171875,6076.6,1728.300048828125
2020-06-02,3080.820068359375,15394.400390625,22325.609375,2921.39794921875,3159.02001953125,6220.14,1750.300048828125
2020-06-03,3122.8701171875,15575.099609375,22613.759765625,2923.37109375,3269.590087890625,6382.41,1734.0
2020-06-04,3112.35009765625,15527.900390625,22695.740234375,2919.2509765625,3261.669921875,6341.44,1704.800048828125
2020-06-05,3193.929931640625,15854.099609375,22863.73046875,2930.799072265625,3384.2900390625,6484.3,1727.4000244140625
2020-06-08,3232.389892578125,15974.900390625,23178.099609375,2937.77099609375,3366.2900390625,6472.59,1683.0
2020-06-09,3207.179931640625,15833.7001953125,23091.029296875,2956.112060546875,3320.7099609375,6335.72,1705.0999755859375
2020-06-10,3190.139892578125,15701.2998046875,23124.94921875,2943.7529296875,3293.7099609375,6329.13,1721.9000244140625
2020-06-11,3002.10009765625,15050.900390625,22472.91015625,2920.89697265625,3144.570068359375,6076.7,1720.699951171875
2020-06-12,3041.31005859375,15256.599609375,22305.48046875,2919.740966796875,3153.739990234375,6105.18,1739.800048828125
2020-06-15,3066.590087890625,15359.7001953125,21530.94921875,2890.030029296875,3136.39990234375,6064.7,1737.300048828125
2020-06-16,3124.739990234375,15515.7998046875,22582.2109375,2931.75,3242.64990234375,6242.79,1727.199951171875
2020-06-17,3113.489990234375,15428.7001953125,22455.759765625,2935.8701171875,3267.260009765625,6253.25,1736.5
2020-06-18,3115.340087890625,15479.7998046875,22355.4609375,2939.320068359375,3249.89990234375,6224.07,1735.5999755859375
2020-06-19,3097.739990234375,15474.2001953125,22478.7890625,2967.6298828125,3269.10009765625,6292.6,1731.0999755859375
2020-06-22,3117.860107421875,15516.900390625,22437.26953125,2965.27197265625,3241.68994140625,6244.62,1753.0
2020-06-23,3131.2900390625,15564.7998046875,22549.05078125,2970.6201171875,3298.830078125,6320.12,1766.4000244140625
2020-06-24,3050.330078125,15294.400390625,22534.3203125,2979.551025390625,3196.1201171875,6123.69,1782.0
2020-06-29,3053.239990234375,15389.7001953125,21995.0390625,2961.51611328125,3232.02001953125,6225.77,1780.300048828125
2020-06-30,3100.2900390625,15515.2001953125,22288.140625,2984.674072265625,3234.070068359375,6169.74,1781.199951171875
2020-07-02,3130.010009765625,15622.400390625,22145.9609375,3090.569091796875,3320.090087890625,6240.36,1779.9000244140625
2020-07-06,3179.719970703125,15669.7001953125,22714.439453125,3332.881103515625,3350.030029296875,6285.94,1790.0
2020-07-07,3145.320068359375,15595.5,22614.689453125,3345.3369140625,3321.56005859375,6189.9,1793.5
2020-07-08,3169.93994140625,15629.2001953125,22438.650390625,3403.43994140625,3286.090087890625,6156.16,1809.9000244140625
2020-07-09,3152.050048828125,15568.599609375,22529.2890625,3450.593994140625,3261.169921875,6049.62,1820.5999755859373
2020-07-10,3185.0400390625,15713.7998046875,22290.810546875,3383.322021484375,3296.219970703125,6095.41,1803.800048828125
2020-07-13,3155.219970703125,15639.400390625,22784.740234375,3443.285888671875,3350.0,6176.19,1801.9000244140625
2020-07-14,3197.52001953125,15908.5,22587.009765625,3414.618896484375,3321.389892578125,6179.75,1812.9000244140625
2020-07-15,3226.56005859375,16063.2998046875,22945.5,3361.303955078125,3378.2099609375,6292.65,1815.0
2020-07-16,3215.570068359375,16024.5,22770.359375,3210.09912109375,3365.35009765625,6250.69,1797.800048828125
2020-07-17,3224.72998046875,16123.5,22696.419921875,3214.12890625,3365.60009765625,6290.3,1812.0999755859373
2020-07-20,3251.840087890625,16183.7001953125,22717.48046875,3314.14892578125,3388.340087890625,6261.52,1819.5999755859373
2020-07-21,3257.300048828125,16163.0,22884.220703125,3320.89501953125,3405.35009765625,6269.73,1845.9000244140625
2020-07-22,3276.02001953125,16171.099609375,22751.609375,3333.1640625,3370.760009765625,6207.1,1867.9000244140625
