DATE,DJI,S&P500,NASDAQ,TSX,TSX_60,HSI,SHA,NIKKEI,EURO,FTSE_100,FTSE_MIB,AUS,WTI_Crude,GOLD
2019-05-07,25965.08984,2884.05005,7963.75977,16357.79981,983.30000,29363.01953,2926.39111,21923.72070,3401.15991,7260.50000,21219.14000,6295.70020,61.40000,1283.50000
2019-05-08,25967.33008,2879.41992,7943.31982,16397.40039,985.67000,29003.19922,2893.75708,21602.58984,3417.26001,7271.00000,21203.86000,6269.10010,62.12000,1279.40002
2019-05-09,25828.35938,2870.71997,7910.58984,16321.79981,979.94000,28311.07031,2850.95410,21402.13086,3350.70996,7207.40000,20817.16000,6295.29981,61.70000,1283.50000
2019-05-10,25942.36914,2881.39990,7916.93994,16297.59961,978.05000,28550.24023,2939.21094,21344.91992,3361.05005,7203.30000,20874.78000,6310.89990,61.66000,1285.69995
2019-05-13,25324.99023,2811.87012,7647.02002,16193.40039,969.92000,NaN,2903.71289,21191.27930,3320.78003,7163.70000,20593.72000,6297.60010,61.04000,1300.09998
2019-05-14,25532.05078,2834.40991,7734.49023,16284.50000,974.85000,28122.01953,2883.61108,21067.23047,3364.37988,7241.60000,20892.66000,6239.89990,61.78000,1294.69995
2019-05-15,25648.01953,2850.95996,7822.14990,16318.09961,977.28000,28268.71094,2938.67798,21188.56055,3385.78003,7297.00000,20863.14000,6284.20020,62.02000,1296.30005
2019-05-16,25862.67969,2876.32007,7898.04981,16443.90039,985.52000,28275.07031,2955.71094,21062.98047,3438.56006,7353.50000,21151.80000,6327.79981,62.87000,1285.00000
2019-05-17,25764.00000,2859.53003,7816.27979,16401.80078,982.76000,27946.46094,2882.29590,21250.08984,3425.63989,7348.60000,21105.28000,6365.29981,62.76000,1274.50000
2019-05-20,25679.90039,2840.22998,7702.37988,NaN,NaN,27787.60938,2870.60498,21301.73047,3369.78003,7310.90000,20539.87000,6476.10010,63.10000,1276.09998
2019-05-21,25877.33008,2864.36011,7785.72022,16426.50000,984.35000,27657.24023,2905.96899,21272.44922,3386.51001,7328.90000,20698.61000,6500.10010,62.99000,1272.00000
2019-05-22,25776.60938,2856.27002,7750.83984,16327.40039,978.70000,27705.93945,2891.70508,21283.36914,3386.71997,7334.20000,20573.31000,6510.70020,61.42000,1273.59998
2019-05-23,25490.47070,2822.23999,7628.27979,16164.59961,969.43000,27267.13086,2852.51489,21151.14063,3327.19995,7231.00000,20136.39000,6491.79981,57.91000,1284.80005
2019-05-24,25585.68945,2826.06006,7637.00977,16230.00000,973.60000,27353.92969,2852.99512,21117.22070,3350.69995,7277.70000,20376.03000,6456.00000,58.63000,1283.00000
2019-05-28,25347.76953,2802.38989,7607.35010,16297.50000,978.08000,27390.81055,2909.91089,21260.14063,3348.86011,7269.00000,20260.98000,6484.79981,59.14000,1276.50000
2019-05-29,25126.41016,2783.02002,7547.31006,16131.50000,968.29000,27235.71094,2914.69605,21003.36914,3297.81006,7185.30000,19999.94000,6440.00000,58.81000,1280.59998
2019-05-30,25169.88086,2788.86011,7567.72022,16089.20020,965.62000,27114.88086,2905.80493,20942.52930,NaN,7218.20000,19947.92000,6392.10010,56.59000,1287.09998
2019-05-31,24815.03906,2752.06006,7453.14990,16037.50000,961.89000,26901.08984,2898.69605,20601.18945,3280.42993,7161.70000,19802.11000,6396.89990,53.50000,1305.80005
2019-06-03,24819.77930,2744.44995,7333.02002,16015.90039,959.59000,26893.85938,2890.08106,20410.88086,3300.21997,7184.80000,19874.24000,6320.50000,53.25000,1322.69995
2019-06-04,25332.17969,2803.27002,7527.12012,16166.20020,968.48000,26761.51953,2862.28003,20408.53906,3333.48999,7214.30000,20229.42000,6332.39990,53.48000,1323.40002
2019-06-05,25539.57031,2826.14990,7575.47998,16212.70020,972.50000,26895.43945,2861.41797,20776.09961,3339.94995,7220.20000,20155.73000,6358.50000,51.68000,1328.30005
2019-06-06,25720.66016,2843.48999,7615.54981,16227.79981,973.09000,26965.27930,2827.79810,20774.03906,3338.40991,7259.90000,20177.81000,6383.00000,52.59000,1337.59998
2019-06-07,25983.93945,2873.34009,7742.10010,16231.00000,973.47000,NaN,NaN,20884.71094,3378.37988,7331.90000,20360.59000,6443.89990,53.99000,1341.19995
2019-06-10,26062.67969,2886.72998,7823.16992,16216.29981,972.46000,27578.64063,2852.12988,21134.41992,NaN,7375.50000,20484.99000,NaN,53.26000,1324.69995
2019-06-11,26048.50977,2885.71997,7822.56982,16248.79981,974.13000,27789.33984,2925.71606,21204.27930,3401.10010,7398.50000,20609.70000,6546.29981,53.27000,1326.40002
2019-06-12,26004.83008,2879.84009,7792.72022,16227.20020,972.90000,27308.46094,2909.37988,21129.72070,3386.62988,7367.60000,20463.25000,6543.70020,51.14000,1331.90002
2019-06-13,26106.76953,2891.63989,7837.12988,16239.29981,972.55000,27294.71094,2910.74097,21032.00000,3390.50000,7368.60000,20630.75000,6542.39990,52.28000,1339.19995
