DATE,DJI,S&P500,NASDAQ,TSX,TSX_60,HSI,SHA,NIKKEI,EURO,FTSE_100,FTSE_MIB,AUS,WTI_Crude,GOLD
2020-01-15,"29,030","3,289","9,259","17,415","1,037","28,774","3,090","23,917","3,769","7,643","23,764","6,995",58,"1,552"
2020-01-16,"29,298","3,317","9,357","17,485","1,041","28,883","3,074","23,933","3,774","7,610","23,940","7,042",59,"1,549"
2020-01-17,"29,348","3,330","9,389","17,559","1,046","29,056","3,075","24,041","3,808","7,675","24,141","7,064",59,"1,559"
2020-01-21,"29,196","3,321","9,371","17,572","1,047","27,985","3,052","23,865","3,789","7,611","23,845","7,066",58,"1,556"
2020-01-22,"29,186","3,322","9,384","17,600","1,049","28,341","3,061","24,031","3,770","7,572","23,706","7,133",57,"1,555"
2020-01-23,"29,160","3,326","9,402","17,622","1,052","27,909","2,977","23,795","3,737","7,508","23,707","7,088",56,"1,565"
2020-01-24,"28,990","3,295","9,315","17,565","1,048","27,950", N/A ,"23,827","3,779","7,586","23,969","7,091",54,"1,571"
2020-01-27,"28,536","3,244","9,139","17,443","1,041", N/A , N/A ,"23,344","3,678","7,412","23,416", N/A ,53,"1,577"
2020-01-28,"28,723","3,276","9,270","17,501","1,045", N/A , N/A ,"23,216","3,719","7,481","24,028","7,024",53,"1,569"
2020-01-29,"28,734","3,273","9,275","17,512","1,045","27,161", N/A ,"23,379","3,736","7,484","24,165","7,032",53,"1,570"
2020-01-30,"28,859","3,284","9,299","17,491","1,044","26,449", N/A ,"22,978","3,691","7,382","23,781","7,008",52,"1,584"
2020-01-31,"28,256","3,226","9,151","17,319","1,033","26,313", N/A ,"23,205","3,641","7,286","23,237","7,017",52,"1,583"
2020-02-03,"28,400","3,249","9,273","17,380","1,036","26,357","2,747","22,972","3,661","7,326","23,460","6,923",50,"1,577"
2020-02-04,"28,808","3,298","9,468","17,513","1,045","26,676","2,783","23,085","3,732","7,440","23,845","6,949",50,"1,550"
2020-02-05,"29,291","3,335","9,509","17,652","1,052","26,787","2,818","23,320","3,778","7,483","24,237","6,976",51,"1,558"
2020-02-06,"29,380","3,346","9,572","17,758","1,059","27,494","2,867","23,874","3,806","7,505","24,490","7,049",51,"1,565"
2020-02-07,"29,103","3,328","9,521","17,656","1,053","27,404","2,876","23,828","3,798","7,467","24,478","7,023",50,"1,569"
2020-02-10,"29,277","3,352","9,628","17,741","1,059","27,241","2,890","23,686","3,793","7,447","24,508","7,013",50,"1,575"
2020-02-11,"29,276","3,358","9,639","17,777","1,060","27,584","2,902", N/A ,"3,826","7,499","24,689","7,055",50,"1,566"
2020-02-12,"29,551","3,379","9,726","17,833","1,065","27,824","2,927","23,861","3,854","7,534","24,861","7,088",51,"1,567"
2020-02-13,"29,423","3,374","9,712","17,821","1,064","27,730","2,906","23,828","3,847","7,452","24,892","7,103",51,"1,575"
2020-02-14,"29,398","3,380","9,731","17,848","1,065","27,816","2,917","23,688","3,841","7,409","24,867","7,130",52,"1,583"
2020-02-18,"29,232","3,370","9,733","17,858","1,064","27,530","2,985","23,194","3,837","7,382","25,224","7,114",52,"1,600"
2020-02-19,"29,348","3,386","9,817","17,925","1,068","27,656","2,975","23,401","3,865","7,457","25,478","7,145",53,"1,608"
2020-02-20,"29,220","3,373","9,751","17,944","1,069","27,609","3,030","23,479","3,823","7,437","25,080","7,163",54,"1,617"
2020-02-21,"28,992","3,338","9,577","17,844","1,063","27,309","3,040","23,387","3,800","7,404","24,773","7,139",53,"1,645"
2020-02-24,"27,961","3,226","9,221","17,563","1,046","26,821","3,031", N/A ,"3,648","7,157","23,427","6,978",51,"1,672"
2020-02-25,"27,081","3,128","8,966","17,177","1,024","26,893","3,013","22,605","3,573","7,018","23,090","6,867",50,"1,647"
2020-02-26,"26,958","3,116","8,981","17,042","1,016","26,696","2,988","22,426","3,578","7,043","23,423","6,708",49,"1,640"
2020-02-27,"25,767","2,979","8,566","16,717",998,"26,779","2,991","21,948","3,456","6,796","22,799","6,658",47,"1,643"
2020-02-28,"25,409","2,954","8,567","16,263",972,"26,130","2,880","21,143","3,329","6,581","21,984","6,441",47,"1,643"
